"name","name_1","lon","lat","pm25_mean","pm25_sd","pm25_q2.5","pm25_q97.5"
"Temoaya","México",-99.6024694667279,19.4849595956916,17.6444042320139,1.03846064319948,16.4150104930356,19.0016240156909
"Tenancingo","México",-99.5692202578633,18.9670198607315,17.6355599590967,1.03876686421281,16.4006443215883,19.0102431063735
"Tenango del Aire","México",-98.8701506083359,19.1516371512557,17.8629451705037,1.03645246121877,16.676500705819,19.1955716763262
"Tenango del Valle","México",-99.6292609564111,19.0816644069729,17.6353892111844,1.03874196423249,16.4012070426889,19.0090045322739
"Teoloyucan","México",-99.1681847919813,19.7622073988872,17.3891904498808,1.03324068194585,16.291243574262,18.5443866692459
"Teotihuacán","México",-98.8706614997861,19.6863192881932,17.2381484839,1.03321946797064,16.1813953347051,18.3820674672391
"Tepetlaoxtoc","México",-98.7654721257037,19.5693824822662,17.6065889132331,1.03666597751366,16.4275385553562,18.8889570035569
"Tepetlixpa","México",-98.8412838969044,19.0099403441855,17.6765519548877,1.03836371485184,16.4521348510222,19.0365126914416
"Tepotzotlán","México",-99.3061936819199,19.7252131302946,17.7213815654112,1.03587316086238,16.5453305661569,18.9922408300719
"Tequixquiac","México",-99.1495885140042,19.9046479432163,17.1675169703305,1.0346133161112,16.0653314705388,18.3606341558776
